region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
Кабардино-Балкарская Республика	Прохладненская	30289	30274	0	25101	3725	1448	3725	25063	52	28736	0	0	396	1.38	26569	92.29	1017	3.53	754	2.62
Кабардино-Балкарская Республика	Прохладненская городская	35505	35304	0	29881	4360	1063	4360	29853	26	34187	0	0	375	1.10	32509	95.02	419	1.22	884	2.58
Кабардино-Балкарская Республика	Терская	35004	35260	0	29459	4331	1470	4331	29433	41	33723	0	0	417	1.24	31492	93.27	1022	3.03	792	2.35
Кабардино-Балкарская Республика	Урванская	43897	43796	0	37324	5339	1133	5339	37306	37	42608	0	0	446	1.05	40526	95.03	515	1.21	1121	2.63
Кабардино-Балкарская Республика	Чегемская	41888	41900	0	35694	5073	1133	5073	35666	0	40739	0	0	426	1.05	38837	95.33	478	1.17	998	2.45
Кабардино-Балкарская Республика	Черекская	17851	17800	0	15138	2174	488	2174	15138	21	17291	0	0	198	1.14	16384	94.64	260	1.50	449	2.59
Кабардино-Балкарская Республика	Эльбрусская	20098	19503	0	16387	2372	744	2372	16364	35	18701	0	0	248	1.32	17467	93.23	443	2.36	543	2.90
Калининградская область	Багратионовская	21992	22000	0	11998	4082	5920	4082	11997	341	15738	0	0	681	4.24	13969	86.88	520	3.23	568	3.53
Калининградская область	Балтийская	24022	24452	0	15552	2338	6562	2338	15552	390	17500	0	0	818	4.57	15362	85.87	650	3.63	670	3.75
Калининградская область	Гвардейская	20561	20270	0	14849	3145	2276	3145	14849	220	17774	0	0	392	2.18	16537	91.90	398	2.21	447	2.48
Калининградская область	Гурьевская	65956	70350	0	38273	15782	16295	15782	38272	940	53114	0	0	1315	2.43	48162	89.10	1271	2.35	2366	4.38
Калининградская область	Гусевская	22813	23300	0	16208	4568	2524	4568	16202	219	20551	0	0	242	1.17	19342	93.12	479	2.31	488	2.35
Калининградская область	Зеленоградская	29706	31040	0	21335	4601	5104	4601	21333	366	25568	0	0	993	3.83	23323	89.93	630	2.43	622	2.40
Калининградская область	Калининград, Ленинградская	158810	146818	0	86928	2868	57022	2867	86883	2822	86928	0	0	9236	10.29	70280	78.31	3279	3.65	4133	4.61
Калининградская область	Калининград, Московская	131037	110286	0	71059	2442	36782	2441	71045	1870	71616	4	1	6022	8.19	59575	81.07	2714	3.69	3305	4.50
Калининградская область	Калининград, Центральная	105666	84065	0	56196	1764	26102	1763	56163	1983	55943	3	0	5815	10.04	45308	78.22	2051	3.54	2769	4.78
Калининградская область	Краснознаменская	7739	7360	0	3992	2345	1023	2345	3992	117	6220	0	0	157	2.48	5653	89.21	190	2.99	220	3.47
Калининградская область	Ладушкинская	2951	2900	0	1929	588	383	588	1929	18	2499	0	0	87	3.46	2277	90.46	60	2.38	75	2.98
Калининградская область	Мамоновская	5787	6000	0	3755	1320	925	1320	3755	15	5060	0	0	23	0.45	4895	96.45	77	1.52	65	1.28
Калининградская область	Неманская	12436	12970	0	8689	2213	2068	2213	8687	168	10732	0	0	309	2.83	9752	89.47	360	3.30	311	2.85
Калининградская область	Нестеровская	9965	9830	0	6520	2238	1072	2238	6520	104	8654	0	0	201	2.30	8053	91.95	172	1.96	228	2.60
Калининградская область	Озерская	9270	9730	0	4886	2330	2514	2330	4886	91	7125	0	0	179	2.48	6602	91.49	166	2.30	178	2.47
Калининградская область	Пионерская 	10339	10350	0	6656	739	2955	739	6656	208	7187	0	0	464	6.27	6129	82.88	257	3.48	337	4.56
Калининградская область	Полесская	12132	11300	0	7329	1772	2199	1771	7328	195	8904	0	0	380	4.18	7838	86.14	342	3.76	344	3.78
Калининградская область	Правдинская	12830	12700	0	7663	2632	2405	2632	7663	118	10177	0	0	296	2.88	9334	90.67	237	2.30	310	3.01
Калининградская область	Светловская	19732	20600	0	13302	2569	4729	2569	13186	321	15434	0	0	851	5.40	13380	84.93	545	3.46	658	4.18
Калининградская область	Светлогорская	14374	14400	0	11405	479	2516	479	11405	259	11625	0	0	725	6.10	10152	85.43	347	2.92	401	3.37
Калининградская область	Славская	11980	11100	0	5690	3635	1775	3635	5689	180	9144	0	0	296	3.17	8355	89.61	213	2.28	280	3.00
Калининградская область	Советская 	25769	25300	0	19061	2693	3546	2693	19057	179	21571	0	0	202	0.93	20240	93.06	709	3.26	420	1.93
Калининградская область	Черняховская	34916	35900	0	22491	7177	6232	7177	22491	420	29248	0	0	949	3.20	26550	89.49	787	2.65	962	3.24
Калининградская область	Янтарнинская	4160	4200	0	3125	487	588	487	3087	83	3491	0	0	95	2.66	3194	89.37	96	2.69	106	2.97
Калужская область	Бабынинская	13743	14650	0	7456	2603	4591	2603	7455	235	9823	0	0	403	4.01	8683	86.33	290	2.88	447	4.44
Калужская область	Барятинская	3275	3726	0	1696	777	1253	777	1696	54	2419	0	0	96	3.88	2097	84.80	95	3.84	131	5.30
Калужская область	Боровская	42939	45020	0	25697	5641	13682	5641	25697	647	30691	0	0	1829	5.84	26222	83.67	1227	3.92	1413	4.51
Калужская область	Дзержинская	34109	35420	0	19065	3516	12839	3516	19062	543	22035	0	0	1064	4.71	19020	84.24	772	3.42	1179	5.22
Калужская область	Думиничская	8226	9150	0	4086	1771	3293	1771	4086	89	5768	0	0	202	3.45	5072	86.60	178	3.04	316	5.40
Калужская область	Жиздринская	5996	7000	0	3249	1524	2227	1524	3249	92	4681	0	0	138	2.89	4065	85.17	193	4.04	285	5.97
Калужская область	Жуковская	37302	38400	0	21274	5350	11776	5350	21273	589	26034	0	0	1469	5.52	22072	82.91	1116	4.19	1377	5.17
Калужская область	Износковская	3247	3710	0	1821	1026	863	1026	1821	59	2788	0	0	102	3.58	2369	83.21	89	3.13	228	8.01
Калужская область	Калуга, Ленинская	104140	90630	0	53841	3464	33325	3464	53738	1554	55648	0	0	4362	7.63	46235	80.83	1901	3.32	3150	5.51
Калужская область	Калуга, Московская	84695	85000	0	45463	2779	36758	2779	45451	1180	47050	0	0	3180	6.59	39407	81.71	1689	3.50	2774	5.75
Калужская область	Калуга, Октябрьская	71511	71900	0	36039	2701	33160	2699	36037	905	37831	0	0	2570	6.63	31595	81.56	1454	3.75	2212	5.71
Калужская область	Кировская	23814	26725	0	13923	4128	8674	4128	13922	377	17673	0	0	738	4.09	15156	83.97	555	3.07	1224	6.78
Калужская область	Козельская	25968	28700	0	14219	3473	11008	3473	14218	372	17319	0	0	721	4.08	15069	85.18	556	3.14	973	5.50
Калужская область	Куйбышевская	4728	5600	0	2461	775	2364	775	2461	51	3185	0	0	101	3.12	2664	82.32	113	3.49	307	9.49
Калужская область	Людиновская	26160	30450	0	14932	3484	12034	3484	14932	459	17957	0	0	704	3.82	15693	85.21	663	3.60	897	4.87
Калужская область	Малоярославецкая	39620	46100	0	20637	7613	17850	7613	20637	456	27794	0	0	1301	4.61	24058	85.16	954	3.38	1481	5.24
Калужская область	Медынская	7127	7862	0	4443	1523	1896	1523	4442	210	5755	0	0	264	4.43	4987	83.60	214	3.59	290	4.86
Калужская область	Мещовская	6904	7300	0	3878	1945	1477	1945	3877	98	5724	0	0	215	3.69	4894	84.06	202	3.47	413	7.09
Калужская область	Мосальская	5026	6270	0	2974	1282	2014	1282	2974	73	4183	0	0	138	3.24	3662	86.04	126	2.96	257	6.04
Калужская область	Обнинская городская	83302	91950	0	44256	2051	45641	2049	44199	1455	44793	2	0	3960	8.56	36815	79.60	1491	3.22	2527	5.46
Калужская область	Перемышльская	8739	9910	0	4824	1978	3108	1978	4824	139	6663	0	0	285	4.19	5825	85.64	226	3.32	327	4.81
Калужская область	Спас-Деменская	4945	5515	0	3029	1026	1460	1026	3029	58	3997	0	0	119	2.93	3600	88.78	82	2.02	196	4.83
Калужская область	Сухиничская	14443	15525	0	7896	5035	2594	5035	7893	143	12785	0	0	417	3.23	11519	89.10	297	2.30	552	4.27
Калужская область	Тарусская	9113	10045	0	5577	2264	2204	2264	5576	225	7615	0	0	392	5.00	6585	83.99	285	3.64	353	4.50
Калужская область	Ульяновская	4348	5050	0	1946	1598	1506	1598	1946	110	3434	0	0	140	3.95	3014	85.05	116	3.27	164	4.63
Калужская область	Ферзиковская	10351	12075	0	6433	2250	3392	2250	6433	171	8512	0	0	415	4.78	7391	85.12	312	3.59	394	4.54
Калужская область	Хвастовичская	6040	7560	0	3591	1607	2362	1607	3591	107	5091	0	0	147	2.83	4422	85.07	183	3.52	339	6.52
Калужская область	Юхновская	7323	7080	0	4556	1579	945	1579	4555	112	6022	0	0	280	4.56	5087	82.93	268	4.37	387	6.31
Камчатский край	Алеутская	368	539	0	317	28	194	28	317	5	340	0	0	23	6.67	284	82.32	23	6.67	10	2.90
Камчатский край	Быстринская	2061	2457	111	1584	161	601	272	1584	26	1830	0	0	62	3.34	1618	87.18	74	3.99	76	4.09
Камчатский край	Вилючинская 	13757	13804	0	8160	895	4749	895	8159	243	8811	0	0	436	4.82	7535	83.22	348	3.84	492	5.43
Камчатский край	Елизовская	38070	45815	162	25826	4062	15765	4223	25819	689	29353	0	0	1233	4.10	25680	85.48	1190	3.96	1250	4.16
Камчатский край	Карагинская	2712	3109	10	1665	444	990	454	1665	86	2033	0	0	46	2.17	1793	84.62	95	4.48	99	4.67
Камчатский край	Мильковская	4887	6910	0	3309	596	3005	596	3309	98	3807	0	0	172	4.40	3209	82.18	164	4.20	262	6.71
Камчатский край	Олюторская	2553	3138	175	1456	203	1304	378	1456	8	1826	0	0	46	2.51	1656	90.29	68	3.71	56	3.05
Камчатский край	Пенжинская	2192	2602	27	1994	87	494	114	1994	11	2097	0	0	62	2.94	1901	90.18	76	3.61	58	2.75
Камчатский край	Петропавловск-Камчатская (судовая)	6831	6857	0	6822	0	35	0	6821	48	6773	0	0	250	3.67	6064	88.90	262	3.84	197	2.89
Камчатский край	Петропавловск-Камчатская городская	101713	115300	0	53597	6731	54972	6731	53579	1380	58930	0	0	3337	5.53	49923	82.78	2739	4.54	2931	4.86
Камчатский край	Соболевская	1334	1595	150	859	201	385	351	858	32	1177	0	0	47	3.89	1027	84.95	52	4.30	51	4.22
Камчатский край	Тигильская	3137	5023	52	2360	217	2394	269	2360	45	2584	0	0	74	2.81	2321	88.28	101	3.84	88	3.35
Камчатский край	Усть-Большерецкая	4130	5492	14	2669	197	2612	211	2669	78	2802	0	0	111	3.85	2432	84.44	112	3.89	147	5.10
Камчатский край	Усть-Камчатская	5945	6927	466	3303	1009	2149	1472	3301	175	4598	0	0	201	4.21	3863	80.93	270	5.66	264	5.53
Карачаево-Черкесская Республика	Абазинская	9432	9015	0	6871	1799	345	1799	6862	115	8546	0	0	100	1.15	7882	91.01	184	2.12	380	4.39
Карачаево-Черкесская Республика	Адыге-Хабльская	9077	8749	0	6593	1689	467	1689	6570	128	8131	0	0	94	1.14	7442	90.11	203	2.46	392	4.75
Карачаево-Черкесская Республика	Зеленчукская	34521	32790	0	24194	6714	1882	6714	24153	381	30486	0	0	333	1.08	27502	89.10	830	2.69	1821	5.90
Карачаево-Черкесская Республика	Карачаевская	16456	15829	0	11966	3307	556	3307	11947	232	15022	0	0	134	0.88	13882	91.01	385	2.52	621	4.07
Карачаево-Черкесская Республика	Карачаевская городская	20415	19814	0	14822	3635	1357	3635	14801	335	18101	0	0	181	0.98	16736	90.78	403	2.19	781	4.24
Карачаево-Черкесская Республика	Малокарачаевская	26025	25590	0	18827	5199	1564	5199	18812	129	23882	0	0	252	1.05	21908	91.24	583	2.43	1139	4.74
Карачаево-Черкесская Республика	Ногайская	9486	9150	0	6888	1704	558	1704	6880	120	8464	0	0	105	1.22	7701	89.71	208	2.42	450	5.24
Карачаево-Черкесская Республика	Прикубанская	19989	20320	0	14441	3919	1960	3919	14429	156	18192	0	0	200	1.09	16512	89.99	433	2.36	1047	5.71
Карачаево-Черкесская Республика	Урупская	11899	11675	0	8474	2286	915	2286	8460	93	10653	0	0	108	1.01	9632	89.63	281	2.61	632	5.88
Карачаево-Черкесская Республика	Усть-Джегутинская	32556	32146	0	23549	6048	2549	6048	23529	143	29434	0	0	305	1.03	26634	90.05	867	2.93	1628	5.50
Карачаево-Черкесская Республика	Хабезская	17253	16895	0	12387	3258	1250	3258	12368	123	15503	0	0	173	1.11	14196	90.85	424	2.71	710	4.54
Карачаево-Черкесская Республика	Черкесская городская	88241	84361	0	61794	15549	7018	15549	61615	332	76832	0	0	779	1.01	69151	89.62	2944	3.82	3958	5.13
Кемеровская область - Кузбасс	Анжеро-Судженская городская	54282	53939	0	38476	14569	894	14567	38329	385	52511	0	0	566	1.07	50530	95.53	645	1.22	770	1.46
Кемеровская область - Кузбасс	Беловская	19392	19836	0	15014	3631	1191	3631	15003	153	18481	0	0	154	0.83	17976	96.47	174	0.93	177	0.95
Кемеровская область - Кузбасс	Беловская городская	93229	94884	0	69952	20331	4601	20331	69644	539	89436	0	0	1053	1.17	86268	95.88	972	1.08	1143	1.27
Кемеровская область - Кузбасс	Березовская городская	32058	32570	0	24307	7127	1136	7127	24177	141	31163	0	0	400	1.28	29759	95.06	446	1.42	558	1.78
Кемеровская область - Кузбасс	Гурьевская	29382	30133	0	23714	4999	1420	4999	23692	201	28490	0	0	290	1.01	27454	95.69	339	1.18	407	1.42
Кемеровская область - Кузбасс	Ижморская	8808	9074	0	6795	1873	406	1873	6755	61	8567	0	0	74	0.86	8300	96.20	93	1.08	100	1.16
Кемеровская область - Кузбасс	Калтанская городская	21704	21803	0	16516	4424	863	4424	16496	100	20820	0	0	108	0.52	20308	97.07	177	0.85	227	1.09
Кемеровская область - Кузбасс	Кемерово, Заводская 	108370	106210	0	79434	23547	3229	23547	79171	1106	101612	0	0	1186	1.15	97836	95.25	1241	1.21	1349	1.31
Кемеровская область - Кузбасс	Кемерово, Кедровская	15384	14796	0	13761	910	125	910	13737	145	14502	0	0	159	1.09	13903	94.92	212	1.45	228	1.56
Кемеровская область - Кузбасс	Кемерово, Кировская	39787	40305	0	30520	8101	1684	8101	30421	372	38150	0	0	415	1.08	36613	95.04	514	1.33	608	1.58
Кемеровская область - Кузбасс	Кемерово, Ленинская	92926	93180	0	61693	28708	2779	28708	61428	1047	89089	0	0	752	0.83	86541	96.01	820	0.91	976	1.08
Кемеровская область - Кузбасс	Кемерово, Рудничная 	64122	61500	0	48061	12076	1363	12076	47958	587	59447	0	0	664	1.11	57334	95.50	664	1.11	785	1.31
